Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
8,2015-01-02,3,2015-01-02,17,8
8,2015-01-02,6,2015-01-03,17,9
8,2015-01-02,2,2015-01-04,21,10
18,2015-01-05,4,2015-01-08,20,14
18,2015-01-05,4,2015-01-09,19,15
10,2015-01-21,10,2015-01-26,18,32
10,2015-01-21,10,2015-01-27,21,33
10,2015-01-21,7,2015-01-28,28,34
10,2015-01-21,13,2015-01-29,36,35
10,2015-01-21,14,2015-01-30,42,36
6,2015-02-02,17,2015-02-17,47,54
6,2015-02-02,18,2015-02-18,44,55
6,2015-02-02,20,2015-02-19,37,56
9,2015-02-17,17,2015-03-01,12,66
9,2015-02-17,14,2015-03-02,28,67
9,2015-02-17,16,2015-03-03,25,68
9,2015-02-17,18,2015-03-04,28,69
9,2015-02-17,19,2015-03-05,28,70
10,2015-02-25,30,2015-03-23,27,88
10,2015-02-25,32,2015-03-24,32,89
10,2015-02-25,29,2015-03-25,37,90
10,2015-02-25,33,2015-03-26,35,91
6,2015-03-27,5,2015-03-27,31,92
6,2015-03-27,1,2015-03-28,31,93
6,2015-03-27,6,2015-03-29,17,94
10,2015-02-25,18,2015-03-10,20,75
10,2015-02-25,17,2015-03-11,20,76
10,2015-02-25,18,2015-03-12,19,77
10,2015-02-25,18,2015-03-13,24,78
10,2015-02-25,20,2015-03-14,19,79
10,2015-03-01,5,2015-03-02,29,67
10,2015-03-01,7,2015-03-03,26,68
10,2015-03-01,6,2015-03-04,29,69
9,2015-03-01,4,2015-03-05,29,70
9,2015-03-01,7,2015-03-06,26,71
9,2015-03-01,9,2015-03-07,23,72
9,2015-03-01,11,2015-03-08,19,73
9,2015-03-01,9,2015-03-09,23,74
6,2015-03-27,10,2015-04-02,11,98
6,2015-03-27,9,2015-04-03,10,99
6,2015-03-27,12,2015-04-04,17,100
6,2015-03-27,9,2015-04-05,4,101
4,2015-08-24,2,2015-08-24,2,242
5,2015-09-04,23,2015-09-26,9,275
5,2015-09-04,24,2015-09-27,11,276
5,2015-09-04,26,2015-09-28,23,277
4,2015-04-28,12,2015-05-09,13,135
3,2015-05-26,7,2015-06-02,20,159
3,2015-06-02,6,2015-06-05,23,162
3,2015-06-02,9,2015-06-06,29,163
4,2015-06-03,13,2015-06-11,26,168
4,2015-06-03,12,2015-06-12,40,169
5,2015-07-24,11,2015-08-02,4,220
5,2015-07-24,12,2015-08-03,4,221
5,2015-07-24,15,2015-08-04,5,222
5,2015-07-24,14,2015-08-05,4,223
5,2015-07-24,14,2015-08-06,3,224
18,2014-12-29,3,2014-12-31,13,6
18,2014-12-29,5,2015-01-01,11,7
18,2014-12-29,7,2015-01-02,18,8
18,2014-12-29,8,2015-01-03,18,9
18,2014-12-29,10,2015-01-04,22,10
13,2015-01-03,3,2015-01-06,20,12
13,2015-01-03,7,2015-01-07,24,13
13,2015-01-03,5,2015-01-08,21,14
13,2015-01-03,10,2015-01-09,20,15
13,2015-01-03,8,2015-01-10,16,16
13,2015-01-03,11,2015-01-11,12,17
13,2015-01-03,14,2015-01-12,12,18
10,2015-01-21,6,2015-01-26,19,32
10,2015-01-21,8,2015-01-27,22,33
10,2015-01-21,12,2015-01-28,29,34
10,2015-01-21,11,2015-01-29,37,35
10,2015-01-21,9,2015-01-30,43,36
7,2015-02-08,3,2015-02-08,20,45
19,2015-02-19,1,2015-02-20,27,57
19,2015-02-19,5,2015-02-21,23,58
19,2015-02-19,7,2015-02-22,25,59
16,2015-12-01,27,2015-12-23,34,363
16,2015-12-01,28,2015-12-24,36,364
16,2015-12-01,25,2015-12-25,46,365
16,2015-12-01,27,2015-12-26,32,366
7,2015-12-20,7,2015-12-22,29,362
5,2015-10-30,11,2015-11-05,10,315
3,2015-11-05,3,2015-11-06,8,316
3,2015-11-05,2,2015-11-07,12,317
3,2015-11-05,4,2015-11-08,10,318
3,2015-11-05,5,2015-11-09,8,319
4,2015-11-09,4,2015-11-12,7,322
4,2015-11-09,5,2015-11-13,14,323
4,2015-11-09,10,2015-11-14,15,324
4,2015-11-09,9,2015-11-15,7,325
13,2015-01-03,7,2015-01-06,21,12
13,2015-01-03,5,2015-01-07,25,13
13,2015-01-03,6,2015-01-08,22,14
13,2015-01-03,7,2015-01-09,21,15
13,2015-01-03,8,2015-01-10,17,16
13,2015-01-03,11,2015-01-11,13,17
13,2015-01-03,12,2015-01-12,13,18
19,2015-01-04,1,2015-01-04,23,10
16,2015-01-05,5,2015-01-05,20,11
10,2015-01-21,8,2015-01-26,20,32
10,2015-01-21,7,2015-01-27,23,33
10,2015-01-21,10,2015-01-28,30,34
10,2015-01-21,8,2015-01-29,38,35
10,2015-01-21,12,2015-01-30,44,36
7,2015-01-24,17,2015-02-08,21,45
8,2015-02-03,16,2015-02-17,48,54
8,2015-02-03,15,2015-02-18,45,55
8,2015-02-03,18,2015-02-19,38,56
19,2015-02-20,0,2015-02-20,28,57
19,2015-02-20,4,2015-02-21,24,58
19,2015-02-20,3,2015-02-22,26,59
9,2015-03-07,4,2015-03-09,24,74
9,2015-03-07,6,2015-03-10,21,75
9,2015-03-07,8,2015-03-11,21,76
9,2015-03-07,7,2015-03-12,20,77
9,2015-03-07,10,2015-03-13,25,78
9,2015-03-07,9,2015-03-14,20,79
12,2015-03-16,7,2015-03-22,23,87
12,2015-03-16,9,2015-03-23,28,88
4,2015-05-01,4,2015-05-01,10,127
5,2015-05-08,5,2015-05-08,11,134
4,2015-05-27,8,2015-05-30,17,156
3,2015-06-02,4,2015-06-02,21,159
3,2015-06-02,4,2015-06-03,21,160
3,2015-06-02,6,2015-06-04,22,161
3,2015-06-02,8,2015-06-05,24,162
3,2015-06-02,4,2015-06-06,30,163
2,2015-07-05,30,2015-07-30,5,217
2,2015-07-05,28,2015-07-31,12,218
2,2015-07-05,31,2015-08-01,12,219
2,2015-07-05,28,2015-08-02,5,220
2,2015-07-05,31,2015-08-03,5,221
2,2015-07-05,35,2015-08-04,6,222
2,2015-07-05,33,2015-08-05,5,223
3,2015-07-17,0,2015-07-17,4,204
3,2015-07-17,1,2015-07-18,5,205
3,2015-07-17,4,2015-07-19,4,206
3,2015-07-17,7,2015-07-20,4,207
3,2015-07-17,8,2015-07-21,7,208
3,2015-07-17,6,2015-07-22,13,209
5,2015-08-06,4,2015-08-06,4,224
4,2015-10-01,25,2015-10-22,8,301
3,2015-11-25,8,2015-12-02,6,342
7,2015-12-08,17,2015-12-20,28,360
7,2015-12-08,15,2015-12-21,24,361
7,2015-12-08,16,2015-12-22,30,362
7,2015-12-08,15,2015-12-23,35,363
7,2015-12-08,18,2015-12-24,37,364
7,2015-12-08,20,2015-12-25,47,365
8,2015-01-18,1,2015-01-18,2,24
5,2015-08-01,3,2015-08-01,13,219
4,2015-07-30,2,2015-07-30,6,217
5,2015-05-08,2,2015-05-08,12,134
5,2015-05-26,4,2015-05-27,18,153
5,2015-05-26,2,2015-05-28,16,154
5,2015-05-26,6,2015-05-29,14,155
3,2015-05-22,13,2015-06-02,22,159
3,2015-05-22,12,2015-06-03,22,160
3,2015-05-22,13,2015-06-04,23,161
3,2015-05-22,14,2015-06-05,25,162
3,2015-05-22,20,2015-06-06,31,163
3,2015-06-08,5,2015-06-08,7,165
3,2015-06-08,5,2015-06-09,9,166
3,2015-06-08,5,2015-06-10,8,167
3,2015-06-08,4,2015-06-11,27,168
3,2015-06-08,4,2015-06-12,41,169
5,2015-04-06,16,2015-04-17,4,113
5,2015-04-06,16,2015-04-18,10,114
5,2015-05-01,2,2015-05-01,11,127
10,2015-01-21,19,2015-02-08,22,45
10,2015-01-21,19,2015-02-09,3,46
10,2015-01-21,24,2015-02-10,3,47
10,2015-01-21,24,2015-02-11,3,48
10,2015-01-21,5,2015-01-26,21,32
10,2015-01-21,7,2015-01-27,24,33
10,2015-01-21,8,2015-01-28,31,34
10,2015-01-21,9,2015-01-29,39,35
10,2015-01-21,14,2015-01-30,45,36
14,2015-02-12,6,2015-02-13,2,50
14,2015-02-12,3,2015-02-14,1,51
9,2015-02-21,14,2015-03-02,30,67
9,2015-02-21,12,2015-03-03,27,68
9,2015-02-21,14,2015-03-04,30,69
9,2015-02-21,13,2015-03-05,30,70
10,2015-03-08,6,2015-03-09,25,74
10,2015-03-08,3,2015-03-10,22,75
10,2015-03-08,7,2015-03-11,22,76
10,2015-03-08,7,2015-03-12,21,77
10,2015-03-08,7,2015-03-13,26,78
15,2015-12-10,15,2015-12-25,48,365
15,2015-12-10,20,2015-12-26,33,366
15,2015-12-10,22,2015-12-27,23,367
15,2015-12-10,21,2015-12-28,10,368
7,2015-12-19,3,2015-12-22,31,362
7,2015-12-19,6,2015-12-23,36,363
7,2015-12-19,6,2015-12-24,38,364
2,2015-10-29,1,2015-10-29,8,308
2,2015-10-29,3,2015-10-30,7,309
2,2015-11-20,8,2015-11-24,4,334
2,2015-11-20,6,2015-11-25,7,335
2,2015-11-20,10,2015-11-26,7,336
2,2015-11-20,9,2015-11-27,4,337
5,2015-10-08,8,2015-10-14,7,293
5,2015-10-08,12,2015-10-15,7,294
3,2015-07-28,3,2015-07-28,7,215
7,2015-12-07,16,2015-12-23,37,363
7,2015-12-07,18,2015-12-24,39,364
7,2015-12-07,23,2015-12-25,49,365
17,2015-12-20,11,2015-12-26,34,366
17,2015-12-20,11,2015-12-27,24,367
17,2015-12-20,9,2015-12-28,11,368
27,2015-12-26,8,2015-12-30,14,370
27,2015-12-26,5,2015-12-31,18,371
4,2015-10-30,15,2015-11-11,13,321
4,2015-10-30,14,2015-11-12,8,322
4,2015-10-30,1,2015-10-30,8,309
3,2015-11-05,5,2015-11-07,13,317
2,2015-11-24,6,2015-11-25,8,335
2,2015-11-24,3,2015-11-26,8,336
1,2015-11-19,17,2015-12-02,7,342
1,2015-11-19,28,2015-12-03,12,343
1,2015-11-19,17,2015-12-04,14,344
1,2015-11-19,16,2015-12-05,17,345
4,2015-09-29,0,2015-09-29,14,278
4,2015-09-29,6,2015-09-30,17,279
4,2015-09-29,3,2015-10-02,17,281
4,2015-09-29,9,2015-10-03,12,282
4,2015-09-29,6,2015-10-04,9,283
5,2015-10-12,12,2015-10-22,9,301
5,2015-09-04,24,2015-09-26,10,275
5,2015-09-04,28,2015-09-27,12,276
5,2015-09-04,25,2015-09-28,24,277
5,2015-07-06,5,2015-07-06,1,193
4,2015-07-30,1,2015-07-31,13,218
4,2015-07-30,6,2015-08-01,14,219
2,2015-05-05,22,2015-05-26,8,152
4,2015-05-27,5,2015-05-30,18,156
3,2015-05-20,14,2015-06-01,19,158
3,2015-05-20,15,2015-06-02,23,159
3,2015-06-10,5,2015-06-11,28,168
3,2015-06-10,2,2015-06-12,42,169
5,2015-06-20,0,2015-06-20,4,177
4,2015-06-19,9,2015-06-25,7,182
4,2015-06-19,12,2015-06-26,3,183
6,2015-06-15,2,2015-06-15,5,172
6,2015-06-15,4,2015-06-16,5,173
6,2015-06-15,3,2015-06-17,7,174
3,2015-06-12,4,2015-06-13,39,170
3,2015-06-12,5,2015-06-14,17,171
5,2015-03-19,15,2015-04-02,12,98
5,2015-03-19,20,2015-04-03,11,99
5,2015-03-19,16,2015-04-04,18,100
6,2015-03-21,5,2015-03-21,36,86
6,2015-03-21,6,2015-03-22,24,87
6,2015-03-21,3,2015-03-23,29,88
6,2015-03-21,6,2015-03-24,33,89
6,2015-03-21,8,2015-03-25,38,90
6,2015-03-21,9,2015-03-26,36,91
6,2015-03-21,8,2015-03-27,32,92
12,2015-03-15,0,2015-03-15,11,80
5,2015-03-27,3,2015-03-29,18,94
5,2015-03-27,5,2015-03-30,16,95
5,2015-03-27,4,2015-03-31,22,96
5,2015-03-27,9,2015-04-01,16,97
7,2015-03-25,31,2015-04-24,8,120
4,2015-04-08,7,2015-04-13,2,109
4,2015-04-08,11,2015-04-14,1,110
4,2015-04-08,7,2015-04-15,1,111
4,2015-04-08,8,2015-04-16,1,112
4,2015-04-08,13,2015-04-17,5,113
4,2015-04-08,15,2015-04-18,11,114
4,2015-04-30,13,2015-05-12,2,138
4,2015-04-30,14,2015-05-13,2,139
4,2015-04-30,18,2015-05-14,3,140
4,2015-04-30,17,2015-05-15,6,141
4,2015-04-30,21,2015-05-16,3,142
4,2015-04-30,8,2015-05-08,13,134
4,2015-04-30,14,2015-05-09,14,135
4,2015-04-30,13,2015-05-10,5,136
8,2015-02-13,20,2015-03-02,31,67
8,2015-02-13,22,2015-03-03,28,68
8,2015-02-13,24,2015-03-04,31,69
8,2015-02-13,23,2015-03-05,31,70
20,2015-02-27,4,2015-02-27,10,64
20,2015-02-27,4,2015-02-28,9,65
18,2014-12-30,4,2015-01-02,19,8
12,2014-12-22,29,2015-01-15,10,21
14,2015-01-05,6,2015-01-08,23,14
14,2015-01-05,9,2015-01-09,22,15
14,2015-01-05,8,2015-01-10,18,16
9,2015-01-22,5,2015-01-22,5,28
9,2015-01-22,2,2015-01-23,25,29
9,2015-01-22,7,2015-01-24,35,30
9,2015-01-22,6,2015-01-25,18,31
9,2015-01-22,4,2015-01-26,22,32
9,2015-01-22,7,2015-01-27,25,33
9,2015-01-22,8,2015-01-28,32,34
9,2015-01-22,10,2015-01-29,40,35
8,2015-01-26,8,2015-01-30,46,36
8,2015-01-26,8,2015-01-31,41,37
9,2015-03-01,5,2015-03-03,29,68
9,2015-03-01,6,2015-03-04,32,69
9,2015-03-01,6,2015-03-05,32,70
7,2015-02-22,19,2015-03-13,27,78
7,2015-02-22,25,2015-03-14,21,79
7,2015-02-22,26,2015-03-15,12,80
7,2015-02-22,25,2015-03-16,11,81
7,2015-02-22,27,2015-03-17,15,82
7,2015-02-22,27,2015-03-18,15,83
13,2014-12-18,26,2015-01-08,24,14
13,2014-12-18,23,2015-01-09,23,15
13,2014-12-18,25,2015-01-10,19,16
13,2014-12-18,26,2015-01-11,14,17
13,2014-12-18,27,2015-01-12,14,18
13,2014-12-18,28,2015-01-13,6,19
13,2014-12-18,32,2015-01-14,9,20
5,2015-07-05,5,2015-07-05,3,192
3,2015-04-28,18,2015-05-12,3,138
3,2015-04-28,19,2015-05-13,3,139
3,2015-04-28,17,2015-05-14,4,140
3,2015-04-28,22,2015-05-15,7,141
3,2015-04-28,23,2015-05-16,4,142
3,2015-04-28,21,2015-05-17,4,143
3,2015-05-18,9,2015-05-23,10,149
4,2015-05-21,1,2015-05-21,5,147
3,2015-05-30,15,2015-06-12,43,169
3,2015-05-30,16,2015-06-13,40,170
3,2015-05-30,20,2015-06-14,18,171
5,2015-06-20,4,2015-06-20,5,177
4,2015-03-22,8,2015-03-25,39,90
4,2015-03-22,7,2015-03-26,37,91
4,2015-03-22,6,2015-03-27,33,92
4,2015-03-22,6,2015-03-28,32,93
4,2015-03-22,11,2015-03-29,19,94
4,2015-03-22,9,2015-03-30,17,95
8,2015-02-08,4,2015-02-08,23,45
20,2015-02-17,4,2015-02-18,46,55
20,2015-02-17,4,2015-02-19,39,56
20,2015-02-17,5,2015-02-20,29,57
9,2015-02-16,2,2015-02-16,35,53
9,2015-02-16,2,2015-02-17,49,54
8,2015-03-02,5,2015-03-06,27,71
8,2015-03-02,8,2015-03-07,24,72
8,2015-03-02,8,2015-03-08,20,73
8,2015-03-02,9,2015-03-09,26,74
8,2015-03-02,10,2015-03-10,23,75
8,2015-03-02,10,2015-03-11,23,76
7,2015-12-25,2,2015-12-25,50,365
5,2015-10-21,4,2015-10-21,4,300
3,2015-10-26,1,2015-10-26,9,305
3,2015-10-26,5,2015-10-27,7,306
3,2015-10-01,4,2015-10-02,18,281
3,2015-10-01,5,2015-10-03,13,282
6,2015-10-06,6,2015-10-07,11,286
5,2015-10-05,31,2015-10-31,5,310
5,2015-10-05,30,2015-11-01,4,311
5,2015-10-05,32,2015-11-02,6,312
5,2015-10-05,30,2015-11-03,15,313
5,2015-10-05,32,2015-11-04,12,314
3,2015-10-13,2,2015-10-13,5,292
3,2015-10-13,4,2015-10-14,8,293
3,2015-10-13,3,2015-10-15,8,294
3,2015-10-13,6,2015-10-16,6,295
3,2015-10-13,9,2015-10-17,5,296
3,2015-10-13,7,2015-10-18,6,297
3,2015-10-13,11,2015-10-19,7,298
3,2015-10-13,11,2015-10-20,6,299
3,2015-08-18,0,2015-08-18,6,236
3,2015-08-18,1,2015-08-19,4,237
3,2015-08-18,3,2015-08-20,6,238
3,2015-08-18,7,2015-08-21,3,239
5,2015-10-22,0,2015-10-22,10,301
5,2015-10-22,2,2015-10-23,11,302
5,2015-10-22,6,2015-10-24,13,303
13,2014-12-20,13,2015-01-02,20,8
13,2014-12-20,16,2015-01-03,19,9
13,2014-12-20,16,2015-01-04,24,10
13,2014-12-21,20,2015-01-10,20,16
13,2014-12-21,22,2015-01-11,15,17
13,2014-12-21,24,2015-01-12,15,18
13,2014-12-21,24,2015-01-13,7,19
13,2014-12-21,25,2015-01-14,10,20
13,2014-12-21,28,2015-01-15,11,21
13,2014-12-21,27,2015-01-16,12,22
12,2015-01-18,21,2015-02-07,33,44
12,2015-01-18,22,2015-02-08,24,45
12,2015-01-18,24,2015-02-09,4,46
12,2015-01-18,23,2015-02-10,4,47
12,2015-01-18,28,2015-02-11,4,48
12,2015-01-18,28,2015-02-12,2,49
12,2015-01-18,31,2015-02-13,3,50
4,2015-05-02,8,2015-05-06,5,132
4,2015-05-12,3,2015-05-14,5,140
4,2015-05-12,6,2015-05-15,8,141
4,2015-05-13,4,2015-05-17,5,143
7,2015-03-25,30,2015-04-24,9,120
5,2015-04-06,5,2015-04-10,5,106
5,2015-04-06,9,2015-04-11,4,107
5,2015-04-06,9,2015-04-12,6,108
7,2015-04-11,21,2015-04-29,1,125
7,2015-04-11,20,2015-04-30,6,126
7,2015-04-11,23,2015-05-01,12,127
7,2015-04-11,21,2015-05-02,16,128
10,2015-03-02,15,2015-03-13,28,78
10,2015-03-02,14,2015-03-14,22,79
10,2015-03-02,17,2015-03-15,13,80
18,2015-02-14,15,2015-02-27,11,64
18,2015-02-14,17,2015-02-28,10,65
10,2015-01-17,13,2015-01-25,19,31
10,2015-01-17,10,2015-01-26,23,32
10,2015-01-17,10,2015-01-27,26,33
10,2015-01-17,14,2015-01-28,33,34
10,2015-01-17,16,2015-01-29,41,35
11,2015-01-15,8,2015-01-23,26,29
10,2015-01-23,1,2015-01-24,36,30
8,2015-01-26,4,2015-01-30,47,36
8,2015-01-26,6,2015-01-31,42,37
5,2015-07-09,30,2015-08-06,5,224
5,2015-07-09,31,2015-08-07,2,225
5,2015-07-09,34,2015-08-08,3,226
5,2015-07-09,32,2015-08-09,3,227
5,2015-07-09,32,2015-08-10,4,228
5,2015-07-09,36,2015-08-11,7,229
5,2015-07-09,34,2015-08-12,6,230
4,2015-07-14,3,2015-07-14,4,201
4,2015-07-14,5,2015-07-15,5,202
2,2015-05-23,4,2015-05-23,11,149
4,2015-05-20,2,2015-05-20,6,146
5,2015-06-04,16,2015-06-20,6,177
5,2015-06-04,21,2015-06-21,10,178
5,2015-06-04,22,2015-06-22,8,179
5,2015-06-04,23,2015-06-23,3,180
5,2015-06-04,21,2015-06-24,5,181
4,2015-06-07,4,2015-06-07,13,164
4,2015-06-07,3,2015-06-08,8,165
5,2015-11-25,6,2015-11-28,7,338
5,2015-11-25,8,2015-11-29,8,339
5,2015-11-25,9,2015-11-30,8,340
5,2015-11-25,8,2015-12-01,9,341
5,2015-11-25,8,2015-12-02,8,342
5,2015-11-25,12,2015-12-03,13,343
5,2015-11-25,9,2015-12-04,15,344
7,2015-12-08,17,2015-12-20,29,360
7,2015-12-08,15,2015-12-21,25,361
7,2015-12-08,18,2015-12-22,32,362
7,2015-12-08,15,2015-12-23,38,363
7,2015-12-08,20,2015-12-24,40,364
7,2015-12-08,21,2015-12-25,51,365
5,2015-10-22,3,2015-10-22,11,301
2,2015-10-27,5,2015-10-27,8,306
2,2015-10-27,5,2015-10-28,8,307
2,2015-10-27,2,2015-10-29,9,308
2,2015-10-27,5,2015-10-30,9,309
2,2015-10-27,8,2015-10-31,6,310
2,2015-10-27,6,2015-11-01,5,311
2,2015-10-27,7,2015-11-02,7,312
2,2015-10-27,7,2015-11-03,16,313
2,2015-10-27,8,2015-11-04,13,314
2,2015-10-27,10,2015-11-05,11,315
2,2015-10-27,14,2015-11-06,9,316
8,2015-10-07,5,2015-10-11,7,290
13,2014-12-17,10,2014-12-27,3,2
13,2014-12-17,11,2014-12-28,3,3
13,2014-12-17,14,2014-12-29,3,4
13,2014-12-17,14,2014-12-30,7,5
13,2014-12-17,16,2014-12-31,14,6
13,2014-12-17,19,2015-01-01,12,7
13,2014-12-17,21,2015-01-02,21,8
13,2014-12-17,21,2015-01-03,20,9
4,2015-05-02,11,2015-05-08,14,134
4,2015-05-02,12,2015-05-09,15,135
4,2015-05-02,10,2015-05-10,6,136
5,2015-04-23,5,2015-04-24,10,120
5,2015-04-23,5,2015-04-25,5,121
5,2015-04-23,11,2015-05-01,13,127
5,2015-04-23,12,2015-05-02,17,128
5,2015-04-23,12,2015-05-03,12,129
4,2015-05-12,1,2015-05-13,4,139
3,2015-05-14,14,2015-05-28,17,154
3,2015-05-14,16,2015-05-29,15,155
4,2015-05-05,14,2015-05-15,9,141
4,2015-05-05,11,2015-05-16,5,142
3,2015-05-26,4,2015-05-26,9,152
3,2015-05-26,5,2015-05-27,19,153
5,2015-04-01,2,2015-04-02,13,98
5,2015-04-01,5,2015-04-03,12,99
5,2015-04-01,6,2015-04-04,19,100
4,2015-04-15,5,2015-04-16,2,112
4,2015-04-15,2,2015-04-17,6,113
4,2015-04-15,7,2015-04-18,12,114
6,2015-03-21,2,2015-03-23,30,88
6,2015-03-21,6,2015-03-24,34,89
6,2015-03-21,4,2015-03-25,40,90
6,2015-03-21,10,2015-03-26,38,91
6,2015-03-21,11,2015-03-27,34,92
6,2015-03-21,11,2015-03-28,33,93
6,2015-03-21,12,2015-03-29,20,94
9,2015-02-16,6,2015-02-17,50,54
9,2015-02-16,2,2015-02-18,47,55
9,2015-02-16,7,2015-02-19,40,56
9,2015-02-16,26,2015-03-09,27,74
9,2015-02-16,27,2015-03-10,24,75
9,2015-02-16,26,2015-03-11,24,76
9,2015-02-16,24,2015-03-12,22,77
9,2015-03-01,5,2015-03-03,30,68
9,2015-03-01,3,2015-03-04,33,69
9,2015-03-01,9,2015-03-05,33,70
9,2015-01-23,7,2015-01-25,20,31
9,2015-01-23,5,2015-01-26,24,32
9,2015-01-23,7,2015-01-27,27,33
9,2015-01-23,6,2015-01-28,34,34
9,2015-01-23,6,2015-01-29,42,35
9,2015-01-23,11,2015-01-30,48,36
9,2015-01-23,11,2015-01-31,43,37
10,2015-01-21,4,2015-01-23,27,29
10,2015-01-21,7,2015-01-24,37,30
5,2015-09-07,4,2015-09-10,13,259
5,2015-09-07,7,2015-09-11,7,260
5,2015-09-07,8,2015-09-12,5,261
5,2015-08-19,5,2015-08-24,3,242
5,2015-08-19,10,2015-08-25,5,243
5,2015-08-19,10,2015-08-26,5,244
5,2015-08-17,0,2015-08-17,7,235
5,2015-08-17,2,2015-08-18,7,236
5,2015-08-17,5,2015-08-19,5,237
4,2015-09-05,5,2015-09-08,11,257
4,2015-09-05,8,2015-09-09,14,258
3,2015-07-10,6,2015-07-11,3,198
3,2015-07-10,3,2015-07-12,4,199
3,2015-07-10,3,2015-07-13,6,200
3,2015-07-10,5,2015-07-14,5,201
3,2015-07-10,8,2015-07-15,6,202
3,2015-07-10,6,2015-07-16,4,203
3,2015-07-10,11,2015-07-17,5,204
5,2015-05-24,0,2015-05-24,6,150
32,2015-12-23,10,2015-12-31,19,371
32,2015-12-23,9,2016-01-01,15,372
32,2015-12-23,13,2016-01-02,10,373
2,2015-11-11,9,2015-11-17,6,327
4,2015-11-24,1,2015-11-24,5,334
4,2015-11-24,1,2015-11-25,9,335
4,2015-11-24,5,2015-11-26,9,336
3,2015-11-30,4,2015-12-01,10,341
3,2015-11-30,4,2015-12-02,9,342
3,2015-11-30,8,2015-12-03,14,343
5,2015-12-03,11,2015-12-10,15,350
5,2015-12-03,13,2015-12-11,16,351
5,2015-12-03,14,2015-12-12,14,352
5,2015-12-03,10,2015-12-13,14,353
7,2015-12-08,15,2015-12-20,30,360
7,2015-12-08,17,2015-12-21,26,361
7,2015-12-08,17,2015-12-22,33,362
7,2015-12-08,17,2015-12-23,39,363
7,2015-12-08,17,2015-12-24,41,364
7,2015-12-08,18,2015-12-25,52,365
4,2015-11-08,4,2015-11-10,12,320
4,2015-11-08,4,2015-11-11,14,321
4,2015-11-08,8,2015-11-12,9,322
4,2015-10-28,8,2015-10-31,7,310
5,2015-09-30,18,2015-10-14,9,293
5,2015-09-30,17,2015-10-15,9,294
2,2015-10-07,3,2015-10-07,12,286
16,2015-11-28,25,2015-12-21,27,361
16,2015-11-28,29,2015-12-22,34,362
16,2015-11-28,30,2015-12-23,40,363
16,2015-11-28,29,2015-12-24,42,364
16,2015-11-28,27,2015-12-25,53,365
16,2015-11-28,33,2015-12-26,35,366
16,2015-11-28,33,2015-12-27,25,367
16,2015-11-28,32,2015-12-28,12,368
16,2015-11-28,36,2015-12-29,9,369
4,2015-11-04,10,2015-11-14,16,324
3,2015-10-03,4,2015-10-03,14,282
4,2015-09-06,0,2015-09-06,6,255
4,2015-09-06,3,2015-09-07,7,256
4,2015-08-03,5,2015-08-03,6,221
5,2015-07-09,2,2015-07-09,2,196
3,2015-05-20,5,2015-05-21,6,147
3,2015-05-20,6,2015-05-22,8,148
3,2015-05-20,5,2015-05-23,12,149
4,2015-05-17,5,2015-05-17,6,143
4,2015-05-08,4,2015-05-09,16,135
4,2015-05-08,6,2015-05-10,7,136
4,2015-05-08,8,2015-05-11,3,137
4,2015-05-08,11,2015-05-15,10,141
5,2015-05-27,4,2015-05-27,20,153
5,2015-05-27,4,2015-05-28,18,154
10,2015-03-08,6,2015-03-09,28,74
10,2015-03-08,7,2015-03-10,25,75
10,2015-03-08,4,2015-03-11,25,76
10,2015-03-08,8,2015-03-12,23,77
10,2015-03-08,9,2015-03-13,29,78
10,2015-03-08,9,2015-03-14,23,79
16,2015-03-06,3,2015-03-06,28,71
16,2015-03-06,1,2015-03-07,25,72
16,2015-03-06,4,2015-03-08,21,73
6,2015-03-21,3,2015-03-21,37,86
6,2015-03-21,6,2015-03-22,25,87
6,2015-03-21,2,2015-03-23,31,88
6,2015-03-21,4,2015-03-24,35,89
9,2015-03-16,17,2015-03-29,21,94
10,2015-03-15,4,2015-03-15,14,80
10,2015-03-15,6,2015-03-16,12,81
18,2015-02-10,21,2015-02-26,10,63
18,2015-02-10,19,2015-02-27,12,64
18,2015-02-10,18,2015-02-28,11,65
18,2015-02-10,21,2015-03-01,13,66
8,2015-02-16,6,2015-02-17,51,54
8,2015-02-16,7,2015-02-18,48,55
8,2015-02-16,18,2015-03-04,34,69
8,2015-02-16,18,2015-03-05,34,70
10,2015-03-01,3,2015-03-02,32,67
10,2015-03-01,7,2015-03-03,31,68
9,2015-01-16,1,2015-01-16,13,22
9,2015-01-16,6,2015-01-17,12,23
10,2015-01-23,9,2015-01-27,28,33
10,2015-01-23,6,2015-01-28,35,34
10,2015-01-23,10,2015-01-29,43,35
12,2015-01-27,9,2015-02-04,28,41
12,2015-01-27,12,2015-02-05,37,42
12,2015-01-27,14,2015-02-06,40,43
12,2015-01-27,15,2015-02-07,34,44
10,2014-12-18,25,2015-01-08,25,14
10,2014-12-18,23,2015-01-09,24,15
10,2014-12-18,25,2015-01-10,21,16
10,2014-12-18,28,2015-01-11,16,17
10,2014-12-18,30,2015-01-12,16,18
10,2014-12-18,28,2015-01-13,8,19
10,2014-12-18,27,2015-01-14,11,20
13,2014-12-20,16,2015-01-02,22,8
13,2014-12-20,18,2015-01-03,21,9
13,2014-12-20,16,2015-01-04,25,10
